p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.80E-33,0.28335664,0.776,0.652,1.04E-28,Uncilicated Epithelium RIF Vs Ctrl,SSBP1
6.88E-35,0.282988639,0.641,0.474,1.23E-30,Uncilicated Epithelium RIF Vs Ctrl,CTNNAL1
2.35E-64,0.282791697,0.26,0.084,4.20E-60,Uncilicated Epithelium RIF Vs Ctrl,IFIT2
2.03E-40,0.282576693,0.888,0.814,3.63E-36,Uncilicated Epithelium RIF Vs Ctrl,ERH
0.070283901,0.282396679,0.681,0.687,1,Uncilicated Epithelium RIF Vs Ctrl,MANF
1.75E-33,0.282118445,0.498,0.333,3.13E-29,Uncilicated Epithelium RIF Vs Ctrl,SLBP
3.93E-90,0.281828871,0.991,0.991,7.02E-86,Uncilicated Epithelium RIF Vs Ctrl,RPS8
1.63E-58,0.281493131,0.365,0.166,2.92E-54,Uncilicated Epithelium RIF Vs Ctrl,CENPM
1.38E-36,0.281338482,0.558,0.374,2.46E-32,Uncilicated Epithelium RIF Vs Ctrl,CHMP1B
3.27E-68,0.28079507,0.999,0.997,5.84E-64,Uncilicated Epithelium RIF Vs Ctrl,TMSB10
2.67E-36,0.280119065,0.476,0.303,4.77E-32,Uncilicated Epithelium RIF Vs Ctrl,CTSH
5.83E-24,0.280108835,0.568,0.417,1.04E-19,Uncilicated Epithelium RIF Vs Ctrl,CCN1
7.52E-31,0.280064665,0.479,0.323,1.34E-26,Uncilicated Epithelium RIF Vs Ctrl,DNMT1
2.59E-34,0.279946507,0.652,0.492,4.62E-30,Uncilicated Epithelium RIF Vs Ctrl,CHCHD1
6.29E-37,0.279414939,0.614,0.441,1.12E-32,Uncilicated Epithelium RIF Vs Ctrl,POLD2
3.58E-36,0.279121281,0.72,0.575,6.40E-32,Uncilicated Epithelium RIF Vs Ctrl,UBE2I
1.65E-18,0.278227013,0.853,0.767,2.95E-14,Uncilicated Epithelium RIF Vs Ctrl,QSOX1
2.11E-15,0.27692794,0.631,0.517,3.78E-11,Uncilicated Epithelium RIF Vs Ctrl,EPB41L5
1.93E-37,0.276251655,0.392,0.226,3.45E-33,Uncilicated Epithelium RIF Vs Ctrl,POLR1F
2.05E-17,0.275943372,0.161,0.085,3.66E-13,Uncilicated Epithelium RIF Vs Ctrl,IGF1
8.74E-27,0.275840675,0.432,0.288,1.56E-22,Uncilicated Epithelium RIF Vs Ctrl,DENND4A
4.33E-26,0.27564176,0.159,0.068,7.74E-22,Uncilicated Epithelium RIF Vs Ctrl,MT3
3.69E-39,0.275434963,0.521,0.327,6.59E-35,Uncilicated Epithelium RIF Vs Ctrl,AMOTL2
1.66E-65,0.275321954,0.217,0.056,2.96E-61,Uncilicated Epithelium RIF Vs Ctrl,ASCL2
2.45E-30,0.275115482,0.461,0.306,4.37E-26,Uncilicated Epithelium RIF Vs Ctrl,RILPL2
2.29E-26,0.27488694,0.808,0.75,4.10E-22,Uncilicated Epithelium RIF Vs Ctrl,PRELID1
1.21E-32,0.274632481,0.609,0.447,2.16E-28,Uncilicated Epithelium RIF Vs Ctrl,STIP1
6.21E-43,0.2745134,0.881,0.773,1.11E-38,Uncilicated Epithelium RIF Vs Ctrl,PCBP1
8.81E-28,0.274328904,0.498,0.338,1.57E-23,Uncilicated Epithelium RIF Vs Ctrl,INHBB
3.00E-24,0.273374636,0.537,0.395,5.36E-20,Uncilicated Epithelium RIF Vs Ctrl,MGLL
4.03E-41,0.273031392,0.964,0.935,7.20E-37,Uncilicated Epithelium RIF Vs Ctrl,GNAS
4.72E-65,0.272992301,0.297,0.108,8.43E-61,Uncilicated Epithelium RIF Vs Ctrl,BCL2L15
3.98E-50,0.272909174,0.283,0.117,7.11E-46,Uncilicated Epithelium RIF Vs Ctrl,DIAPH3
8.53E-38,0.272874226,0.487,0.305,1.52E-33,Uncilicated Epithelium RIF Vs Ctrl,SERPINH1
1.77E-63,0.2720464,0.112,0.006,3.17E-59,Uncilicated Epithelium RIF Vs Ctrl,CAPN6
1.82E-35,0.271688976,0.343,0.19,3.25E-31,Uncilicated Epithelium RIF Vs Ctrl,STARD4
3.47E-33,0.271173608,0.724,0.562,6.21E-29,Uncilicated Epithelium RIF Vs Ctrl,NSA2
2.98E-35,0.271120909,0.378,0.217,5.33E-31,Uncilicated Epithelium RIF Vs Ctrl,CRY1
8.88E-28,0.270963776,0.792,0.719,1.59E-23,Uncilicated Epithelium RIF Vs Ctrl,NDUFB10
9.98E-22,0.270533586,0.455,0.322,1.78E-17,Uncilicated Epithelium RIF Vs Ctrl,RAB3IP
4.28E-28,0.27049408,0.399,0.253,7.65E-24,Uncilicated Epithelium RIF Vs Ctrl,NMRK1
4.20E-29,0.270441676,0.631,0.488,7.50E-25,Uncilicated Epithelium RIF Vs Ctrl,YWHAH
1.17E-35,0.270331596,0.812,0.715,2.10E-31,Uncilicated Epithelium RIF Vs Ctrl,GADD45GIP1
1.67E-49,0.269962567,0.449,0.244,2.98E-45,Uncilicated Epithelium RIF Vs Ctrl,PDCL3
5.06E-36,0.269168982,0.682,0.522,9.04E-32,Uncilicated Epithelium RIF Vs Ctrl,PIH1D1
1.86E-54,0.268988485,0.442,0.234,3.33E-50,Uncilicated Epithelium RIF Vs Ctrl,UQCC5
5.63E-26,0.268972908,0.715,0.601,1.01E-21,Uncilicated Epithelium RIF Vs Ctrl,ANP32B
4.96E-24,0.268194371,0.685,0.534,8.85E-20,Uncilicated Epithelium RIF Vs Ctrl,CD44
2.81E-27,0.268102554,0.723,0.564,5.03E-23,Uncilicated Epithelium RIF Vs Ctrl,MAP1LC3B
4.02E-37,0.267856225,0.507,0.328,7.19E-33,Uncilicated Epithelium RIF Vs Ctrl,STK17A
2.83E-38,0.267244918,0.199,0.078,5.06E-34,Uncilicated Epithelium RIF Vs Ctrl,RUNX3
3.97E-64,0.266918371,0.976,0.966,7.09E-60,Uncilicated Epithelium RIF Vs Ctrl,ANXA2
3.30E-39,0.266664648,0.511,0.329,5.89E-35,Uncilicated Epithelium RIF Vs Ctrl,SRM
2.52E-35,0.266628581,0.544,0.362,4.51E-31,Uncilicated Epithelium RIF Vs Ctrl,ZNF511
1.44E-34,0.266487141,0.748,0.629,2.58E-30,Uncilicated Epithelium RIF Vs Ctrl,PGAM1
3.17E-31,0.266098609,0.794,0.683,5.67E-27,Uncilicated Epithelium RIF Vs Ctrl,APEX1
3.07E-33,0.265394863,0.811,0.704,5.48E-29,Uncilicated Epithelium RIF Vs Ctrl,MRPS21
1.25E-54,0.264871553,0.272,0.105,2.23E-50,Uncilicated Epithelium RIF Vs Ctrl,LMNB1
1.03E-29,0.264544053,0.558,0.393,1.84E-25,Uncilicated Epithelium RIF Vs Ctrl,KHSRP
1.58E-18,0.26366546,0.473,0.348,2.82E-14,Uncilicated Epithelium RIF Vs Ctrl,COL4A1
3.19E-23,0.263652524,0.831,0.775,5.70E-19,Uncilicated Epithelium RIF Vs Ctrl,ATP5MJ
4.22E-33,0.26363564,0.664,0.489,7.54E-29,Uncilicated Epithelium RIF Vs Ctrl,ADRM1
7.20E-46,0.262870583,0.498,0.294,1.29E-41,Uncilicated Epithelium RIF Vs Ctrl,RAB1B
1.12E-33,0.262658726,0.476,0.307,1.99E-29,Uncilicated Epithelium RIF Vs Ctrl,NHERF1
2.57E-29,0.262613344,0.753,0.645,4.60E-25,Uncilicated Epithelium RIF Vs Ctrl,PPP1CA
9.94E-14,0.262139906,0.79,0.692,1.78E-09,Uncilicated Epithelium RIF Vs Ctrl,CKB
9.41E-36,0.262128444,0.407,0.238,1.68E-31,Uncilicated Epithelium RIF Vs Ctrl,SPATA13
3.28E-33,0.261718491,0.654,0.485,5.86E-29,Uncilicated Epithelium RIF Vs Ctrl,SNRPB2
1.88E-35,0.261254242,0.72,0.561,3.35E-31,Uncilicated Epithelium RIF Vs Ctrl,NDUFA12
9.89E-50,0.260764782,0.257,0.099,1.77E-45,Uncilicated Epithelium RIF Vs Ctrl,CLIC5
1.65E-53,0.26032139,0.326,0.144,2.96E-49,Uncilicated Epithelium RIF Vs Ctrl,KIF22
2.76E-28,0.259760744,0.797,0.689,4.94E-24,Uncilicated Epithelium RIF Vs Ctrl,U2AF1
4.30E-49,0.259726853,0.125,0.022,7.68E-45,Uncilicated Epithelium RIF Vs Ctrl,H1-5
4.09E-44,0.259659981,0.361,0.181,7.30E-40,Uncilicated Epithelium RIF Vs Ctrl,RNASE1
6.86E-33,0.258726256,0.603,0.431,1.23E-28,Uncilicated Epithelium RIF Vs Ctrl,LRRC59
9.24E-32,0.258699498,0.653,0.492,1.65E-27,Uncilicated Epithelium RIF Vs Ctrl,JTB
6.27E-40,0.258681504,0.541,0.345,1.12E-35,Uncilicated Epithelium RIF Vs Ctrl,NHERF2
5.84E-36,0.258651796,0.487,0.311,1.04E-31,Uncilicated Epithelium RIF Vs Ctrl,ZDHHC12
4.28E-18,0.257778978,0.219,0.128,7.64E-14,Uncilicated Epithelium RIF Vs Ctrl,CPA6
2.78E-28,0.257735695,0.861,0.797,4.96E-24,Uncilicated Epithelium RIF Vs Ctrl,PRMT1
4.67E-25,0.257687309,0.728,0.623,8.34E-21,Uncilicated Epithelium RIF Vs Ctrl,NAA38
1.13E-51,0.257408444,0.973,0.986,2.02E-47,Uncilicated Epithelium RIF Vs Ctrl,RPS3A
1.66E-32,0.257096998,0.726,0.58,2.97E-28,Uncilicated Epithelium RIF Vs Ctrl,MYL6B
2.74E-26,0.256830809,0.788,0.707,4.90E-22,Uncilicated Epithelium RIF Vs Ctrl,NDUFS6
8.18E-29,0.255025692,0.755,0.636,1.46E-24,Uncilicated Epithelium RIF Vs Ctrl,SSB
1.31E-21,0.254852339,0.723,0.614,2.34E-17,Uncilicated Epithelium RIF Vs Ctrl,PPM1G
1.49E-49,0.252551429,0.357,0.173,2.66E-45,Uncilicated Epithelium RIF Vs Ctrl,EPHA2
8.67E-36,0.252399778,0.532,0.354,1.55E-31,Uncilicated Epithelium RIF Vs Ctrl,DDX18
3.67E-26,0.251900351,0.881,0.821,6.56E-22,Uncilicated Epithelium RIF Vs Ctrl,CHD2
4.22E-41,0.251898369,0.481,0.295,7.54E-37,Uncilicated Epithelium RIF Vs Ctrl,UFD1
1.07E-54,0.251533854,0.15,0.03,1.91E-50,Uncilicated Epithelium RIF Vs Ctrl,GEM
3.25E-43,0.251351738,0.472,0.276,5.81E-39,Uncilicated Epithelium RIF Vs Ctrl,PET100
6.20E-49,0.250711489,0.33,0.153,1.11E-44,Uncilicated Epithelium RIF Vs Ctrl,KIAA0040
6.30E-29,0.250570763,0.445,0.289,1.13E-24,Uncilicated Epithelium RIF Vs Ctrl,TP53I3
1.40E-31,0.250504384,0.456,0.298,2.50E-27,Uncilicated Epithelium RIF Vs Ctrl,DYNC2I2
1.95E-17,-0.250042033,0.301,0.374,3.49E-13,Uncilicated Epithelium RIF Vs Ctrl,SP3
8.93E-16,-0.250205721,0.399,0.454,1.60E-11,Uncilicated Epithelium RIF Vs Ctrl,UBR3
2.27E-08,-0.250266628,0.768,0.766,0.000405608,Uncilicated Epithelium RIF Vs Ctrl,MDK
1.16E-30,-0.250415656,0.088,0.192,2.08E-26,Uncilicated Epithelium RIF Vs Ctrl,BNC2
1.37E-15,-0.251541628,0.213,0.282,2.44E-11,Uncilicated Epithelium RIF Vs Ctrl,ADGRG1
6.34E-17,-0.251741068,0.284,0.358,1.13E-12,Uncilicated Epithelium RIF Vs Ctrl,CAMSAP2
1.39E-14,-0.251763304,0.266,0.332,2.48E-10,Uncilicated Epithelium RIF Vs Ctrl,DRAM2
1.23E-28,-0.252187221,0.135,0.242,2.19E-24,Uncilicated Epithelium RIF Vs Ctrl,FAM83B
6.31E-06,-0.252365125,0.363,0.401,0.112676028,Uncilicated Epithelium RIF Vs Ctrl,ID3
4.91E-14,-0.252422416,0.457,0.496,8.77E-10,Uncilicated Epithelium RIF Vs Ctrl,AP3B1
3.87E-29,-0.252727078,0.063,0.157,6.91E-25,Uncilicated Epithelium RIF Vs Ctrl,CACNA2D3
2.04E-33,-0.253240448,0.076,0.18,3.65E-29,Uncilicated Epithelium RIF Vs Ctrl,FAM20A
1.25E-16,-0.253405409,0.27,0.362,2.23E-12,Uncilicated Epithelium RIF Vs Ctrl,SPP1
9.02E-13,-0.253902015,0.28,0.339,1.61E-08,Uncilicated Epithelium RIF Vs Ctrl,UVRAG
2.05E-17,-0.254154718,0.524,0.568,3.66E-13,Uncilicated Epithelium RIF Vs Ctrl,IGBP1
1.41E-23,-0.254298188,0.202,0.299,2.52E-19,Uncilicated Epithelium RIF Vs Ctrl,SLC35F2
7.82E-22,-0.254484379,0.129,0.218,1.40E-17,Uncilicated Epithelium RIF Vs Ctrl,PYY
1.48E-15,-0.254680557,0.396,0.456,2.64E-11,Uncilicated Epithelium RIF Vs Ctrl,ELF2
3.84E-17,-0.254689001,0.312,0.383,6.86E-13,Uncilicated Epithelium RIF Vs Ctrl,WWP1
9.42E-13,-0.254697665,0.114,0.174,1.68E-08,Uncilicated Epithelium RIF Vs Ctrl,PDE7B
2.37E-18,-0.254857517,0.289,0.371,4.24E-14,Uncilicated Epithelium RIF Vs Ctrl,ZNF451
2.38E-16,-0.254866159,0.23,0.304,4.25E-12,Uncilicated Epithelium RIF Vs Ctrl,TRPM7
1.95E-20,-0.254902529,0.264,0.356,3.48E-16,Uncilicated Epithelium RIF Vs Ctrl,CNOT6L
2.11E-22,-0.255265024,0.218,0.317,3.76E-18,Uncilicated Epithelium RIF Vs Ctrl,OPHN1
2.63E-17,-0.255315884,0.503,0.55,4.70E-13,Uncilicated Epithelium RIF Vs Ctrl,NUMB
8.28E-25,-0.255547072,0.244,0.349,1.48E-20,Uncilicated Epithelium RIF Vs Ctrl,TPTEP2-CSNK1E
8.63E-17,-0.255627044,0.446,0.502,1.54E-12,Uncilicated Epithelium RIF Vs Ctrl,RB1
6.42E-19,-0.255814359,0.466,0.52,1.15E-14,Uncilicated Epithelium RIF Vs Ctrl,ZKSCAN1
9.35E-24,-0.256042295,0.174,0.273,1.67E-19,Uncilicated Epithelium RIF Vs Ctrl,TMEM267
8.58E-17,-0.25652951,0.403,0.463,1.53E-12,Uncilicated Epithelium RIF Vs Ctrl,RNF144B
2.98E-09,-0.256916755,0.3,0.346,5.33E-05,Uncilicated Epithelium RIF Vs Ctrl,SYNJ2BP
2.23E-17,-0.257031149,0.448,0.502,3.98E-13,Uncilicated Epithelium RIF Vs Ctrl,EVI5
3.27E-07,-0.257187677,0.201,0.241,0.005852068,Uncilicated Epithelium RIF Vs Ctrl,TAP2
1.03E-22,-0.257395406,0.268,0.367,1.85E-18,Uncilicated Epithelium RIF Vs Ctrl,HMBOX1
8.48E-26,-0.257548422,0.171,0.276,1.52E-21,Uncilicated Epithelium RIF Vs Ctrl,PIKFYVE
1.65E-17,-0.257944767,0.497,0.546,2.95E-13,Uncilicated Epithelium RIF Vs Ctrl,PHKB
2.76E-36,-0.258060614,0.093,0.209,4.94E-32,Uncilicated Epithelium RIF Vs Ctrl,NPHP3
2.05E-15,-0.258138838,0.403,0.458,3.66E-11,Uncilicated Epithelium RIF Vs Ctrl,RIN2
8.63E-21,-0.258294512,0.744,0.757,1.54E-16,Uncilicated Epithelium RIF Vs Ctrl,DSP
2.77E-15,-0.258358726,0.419,0.47,4.95E-11,Uncilicated Epithelium RIF Vs Ctrl,ATP6AP1
2.80E-05,-0.258520062,0.396,0.406,0.499559394,Uncilicated Epithelium RIF Vs Ctrl,SNAPC1
1.67E-18,-0.258723235,0.471,0.527,2.98E-14,Uncilicated Epithelium RIF Vs Ctrl,ZMYM4
5.74E-15,-0.258889862,0.309,0.378,1.03E-10,Uncilicated Epithelium RIF Vs Ctrl,AGTPBP1
3.05E-16,-0.259047014,0.457,0.503,5.44E-12,Uncilicated Epithelium RIF Vs Ctrl,SARS1
1.44E-23,-0.25906419,0.222,0.322,2.57E-19,Uncilicated Epithelium RIF Vs Ctrl,LDAH
3.17E-10,-0.259373584,0.312,0.368,5.67E-06,Uncilicated Epithelium RIF Vs Ctrl,RDH10
1.23E-14,-0.259597647,0.081,0.143,2.20E-10,Uncilicated Epithelium RIF Vs Ctrl,ADAMTS8
6.49E-16,-0.259832166,0.44,0.488,1.16E-11,Uncilicated Epithelium RIF Vs Ctrl,MAP7
9.72E-23,-0.25987663,0.761,0.797,1.74E-18,Uncilicated Epithelium RIF Vs Ctrl,FIS1
1.47E-17,-0.259929121,0.357,0.425,2.62E-13,Uncilicated Epithelium RIF Vs Ctrl,TASOR2
1.28E-18,-0.2599634,0.354,0.419,2.29E-14,Uncilicated Epithelium RIF Vs Ctrl,ABI2
4.78E-15,-0.260062021,0.623,0.641,8.54E-11,Uncilicated Epithelium RIF Vs Ctrl,DLG1
5.39E-16,-0.260140863,0.32,0.387,9.62E-12,Uncilicated Epithelium RIF Vs Ctrl,AMBRA1
1.08E-17,-0.260498495,0.266,0.346,1.93E-13,Uncilicated Epithelium RIF Vs Ctrl,KIAA2026
1.74E-20,-0.260581245,0.692,0.698,3.11E-16,Uncilicated Epithelium RIF Vs Ctrl,CLINT1
1.77E-24,-0.260854824,0.111,0.204,3.16E-20,Uncilicated Epithelium RIF Vs Ctrl,FREM2
2.62E-40,-0.260877956,0.08,0.2,4.68E-36,Uncilicated Epithelium RIF Vs Ctrl,MERTK
4.69E-20,-0.260928496,0.419,0.484,8.38E-16,Uncilicated Epithelium RIF Vs Ctrl,TLK1
6.81E-39,-0.260962165,0.043,0.146,1.22E-34,Uncilicated Epithelium RIF Vs Ctrl,ST8SIA6
9.66E-19,-0.261069726,0.309,0.389,1.73E-14,Uncilicated Epithelium RIF Vs Ctrl,DENND1B
9.70E-28,-0.261156734,0.128,0.233,1.73E-23,Uncilicated Epithelium RIF Vs Ctrl,ANKRD36
7.24E-17,-0.261193607,0.312,0.382,1.29E-12,Uncilicated Epithelium RIF Vs Ctrl,ATG4B
1.51E-44,-0.261437298,0.057,0.178,2.70E-40,Uncilicated Epithelium RIF Vs Ctrl,LRATD1
3.46E-10,-0.261755737,0.344,0.387,6.18E-06,Uncilicated Epithelium RIF Vs Ctrl,FCHO2
1.52E-17,-0.262226131,0.711,0.729,2.71E-13,Uncilicated Epithelium RIF Vs Ctrl,RCN2
4.38E-11,-0.262304442,0.231,0.294,7.82E-07,Uncilicated Epithelium RIF Vs Ctrl,RORA
2.23E-16,-0.262417011,0.479,0.529,3.98E-12,Uncilicated Epithelium RIF Vs Ctrl,DNAJC10
8.62E-20,-0.262487634,0.5,0.554,1.54E-15,Uncilicated Epithelium RIF Vs Ctrl,RSF1
6.85E-15,-0.262699895,0.258,0.331,1.22E-10,Uncilicated Epithelium RIF Vs Ctrl,SKAP1
1.73E-16,-0.262833101,0.252,0.329,3.08E-12,Uncilicated Epithelium RIF Vs Ctrl,ABCA5
6.56E-15,-0.262900907,0.289,0.356,1.17E-10,Uncilicated Epithelium RIF Vs Ctrl,NCK1
6.13E-19,-0.263253237,0.349,0.42,1.10E-14,Uncilicated Epithelium RIF Vs Ctrl,ZBTB44
3.93E-26,-0.263336399,0.278,0.385,7.02E-22,Uncilicated Epithelium RIF Vs Ctrl,DCAF5
1.36E-18,-0.26338109,0.184,0.267,2.42E-14,Uncilicated Epithelium RIF Vs Ctrl,NEK1
4.79E-53,-0.263450009,0.984,0.988,8.55E-49,Uncilicated Epithelium RIF Vs Ctrl,RPL29
1.19E-16,-0.263724949,0.342,0.409,2.14E-12,Uncilicated Epithelium RIF Vs Ctrl,USP24
4.30E-15,-0.263905204,0.599,0.624,7.68E-11,Uncilicated Epithelium RIF Vs Ctrl,CTSD
7.78E-38,-0.264509566,0.085,0.203,1.39E-33,Uncilicated Epithelium RIF Vs Ctrl,SPATA6L
2.77E-14,-0.264832067,0.405,0.459,4.95E-10,Uncilicated Epithelium RIF Vs Ctrl,UBA6
6.44E-10,-0.265094903,0.656,0.647,1.15E-05,Uncilicated Epithelium RIF Vs Ctrl,PCDH7
1.84E-24,-0.265162737,0.237,0.338,3.30E-20,Uncilicated Epithelium RIF Vs Ctrl,PTAR1
1.86E-12,-0.265250296,0.146,0.208,3.33E-08,Uncilicated Epithelium RIF Vs Ctrl,WDR72
3.50E-22,-0.265809121,0.186,0.282,6.25E-18,Uncilicated Epithelium RIF Vs Ctrl,CHIC1
2.97E-16,-0.265857393,0.336,0.407,5.30E-12,Uncilicated Epithelium RIF Vs Ctrl,MYLIP
9.63E-17,-0.26592507,0.232,0.312,1.72E-12,Uncilicated Epithelium RIF Vs Ctrl,SPRY3
5.13E-15,-0.265942273,0.364,0.42,9.17E-11,Uncilicated Epithelium RIF Vs Ctrl,CDCP1
0.252346486,-0.265952996,0.394,0.367,1,Uncilicated Epithelium RIF Vs Ctrl,FAM13A
0.000184846,-0.266090793,0.433,0.433,1,Uncilicated Epithelium RIF Vs Ctrl,KAZN
4.60E-20,-0.266144547,0.721,0.731,8.22E-16,Uncilicated Epithelium RIF Vs Ctrl,CD46
1.05E-19,-0.266250907,0.597,0.63,1.88E-15,Uncilicated Epithelium RIF Vs Ctrl,NR2F6
3.72E-21,-0.266300677,0.394,0.47,6.64E-17,Uncilicated Epithelium RIF Vs Ctrl,TRIM33
1.73E-19,-0.266330376,0.326,0.403,3.09E-15,Uncilicated Epithelium RIF Vs Ctrl,TMEM245
1.05E-25,-0.26686393,0.193,0.296,1.88E-21,Uncilicated Epithelium RIF Vs Ctrl,SPOPL
5.96E-16,-0.267324033,0.5,0.536,1.07E-11,Uncilicated Epithelium RIF Vs Ctrl,AIG1
1.10E-23,-0.267570906,0.284,0.381,1.96E-19,Uncilicated Epithelium RIF Vs Ctrl,RUFY3
4.02E-14,-0.267646245,0.369,0.425,7.18E-10,Uncilicated Epithelium RIF Vs Ctrl,SASH1
1.35E-16,-0.26772993,0.364,0.437,2.40E-12,Uncilicated Epithelium RIF Vs Ctrl,MLLT3
6.99E-13,-0.267738453,0.513,0.535,1.25E-08,Uncilicated Epithelium RIF Vs Ctrl,MSRB2
2.70E-19,-0.267784277,0.57,0.61,4.82E-15,Uncilicated Epithelium RIF Vs Ctrl,TULP4
3.86E-16,-0.268169607,0.275,0.344,6.90E-12,Uncilicated Epithelium RIF Vs Ctrl,CDC14B
6.62E-16,-0.268320689,0.404,0.461,1.18E-11,Uncilicated Epithelium RIF Vs Ctrl,CDYL
8.06E-22,-0.26849866,0.222,0.315,1.44E-17,Uncilicated Epithelium RIF Vs Ctrl,AKAP10
3.91E-21,-0.268543953,0.466,0.534,6.99E-17,Uncilicated Epithelium RIF Vs Ctrl,SLC44A1
1.35E-27,-0.268592746,0.211,0.32,2.41E-23,Uncilicated Epithelium RIF Vs Ctrl,SLC35A3
1.06E-31,-0.268801137,0.16,0.276,1.90E-27,Uncilicated Epithelium RIF Vs Ctrl,WASF1
2.13E-19,-0.268973081,0.445,0.508,3.80E-15,Uncilicated Epithelium RIF Vs Ctrl,LCOR
1.35E-14,-0.26917735,0.256,0.324,2.41E-10,Uncilicated Epithelium RIF Vs Ctrl,MYO1B
1.21E-17,-0.269194261,0.332,0.406,2.16E-13,Uncilicated Epithelium RIF Vs Ctrl,TMC4
9.24E-18,-0.269216439,0.608,0.642,1.65E-13,Uncilicated Epithelium RIF Vs Ctrl,PPP4R2
7.27E-20,-0.269603024,0.391,0.466,1.30E-15,Uncilicated Epithelium RIF Vs Ctrl,SH3RF1
2.44E-19,-0.269714383,0.457,0.513,4.36E-15,Uncilicated Epithelium RIF Vs Ctrl,SAT2
4.52E-17,-0.269983553,0.392,0.446,8.07E-13,Uncilicated Epithelium RIF Vs Ctrl,ARL2BP
3.55E-33,-0.269993844,0.074,0.179,6.34E-29,Uncilicated Epithelium RIF Vs Ctrl,MTSS1
2.99E-17,-0.270110954,0.39,0.454,5.35E-13,Uncilicated Epithelium RIF Vs Ctrl,CLASP2
1.56E-15,-0.270296943,0.406,0.463,2.79E-11,Uncilicated Epithelium RIF Vs Ctrl,MAP4K3
5.21E-26,-0.270418403,0.137,0.238,9.31E-22,Uncilicated Epithelium RIF Vs Ctrl,CDH2
2.06E-36,-0.270536897,0.05,0.152,3.68E-32,Uncilicated Epithelium RIF Vs Ctrl,TOX
5.11E-16,-0.270582805,0.351,0.419,9.13E-12,Uncilicated Epithelium RIF Vs Ctrl,MFSD4B
2.93E-16,-0.270607018,0.268,0.339,5.24E-12,Uncilicated Epithelium RIF Vs Ctrl,HRH1
9.65E-20,-0.270613593,0.229,0.318,1.72E-15,Uncilicated Epithelium RIF Vs Ctrl,CTTNBP2
3.21E-20,-0.27066045,0.365,0.439,5.74E-16,Uncilicated Epithelium RIF Vs Ctrl,CASK
2.24E-17,-0.270708036,0.361,0.427,4.00E-13,Uncilicated Epithelium RIF Vs Ctrl,FOCAD
1.24E-26,-0.271425984,0.166,0.273,2.22E-22,Uncilicated Epithelium RIF Vs Ctrl,C11orf80
3.74E-15,-0.27151094,0.241,0.315,6.68E-11,Uncilicated Epithelium RIF Vs Ctrl,APOL1
4.54E-42,-0.271529478,0.037,0.142,8.12E-38,Uncilicated Epithelium RIF Vs Ctrl,STPG2
4.48E-32,-0.271922598,0.113,0.226,8.00E-28,Uncilicated Epithelium RIF Vs Ctrl,PLAG1
7.95E-35,-0.272155966,0.061,0.165,1.42E-30,Uncilicated Epithelium RIF Vs Ctrl,IQCJ-SCHIP1
1.58E-14,-0.27280327,0.357,0.421,2.82E-10,Uncilicated Epithelium RIF Vs Ctrl,YEATS2
2.54E-15,-0.272985662,0.364,0.422,4.54E-11,Uncilicated Epithelium RIF Vs Ctrl,CCDC91
2.14E-31,-0.273120343,0.873,0.895,3.82E-27,Uncilicated Epithelium RIF Vs Ctrl,CST3
4.65E-18,-0.273173553,0.316,0.39,8.30E-14,Uncilicated Epithelium RIF Vs Ctrl,FRMD4B
9.64E-19,-0.273177314,0.4,0.464,1.72E-14,Uncilicated Epithelium RIF Vs Ctrl,DYM
6.70E-22,-0.273211908,0.652,0.683,1.20E-17,Uncilicated Epithelium RIF Vs Ctrl,TMEM219
1.78E-08,-0.273317474,0.542,0.552,0.000317613,Uncilicated Epithelium RIF Vs Ctrl,PPP2R2A
1.55E-15,-0.273572102,0.451,0.493,2.76E-11,Uncilicated Epithelium RIF Vs Ctrl,C1GALT1
1.06E-21,-0.273629911,0.279,0.371,1.90E-17,Uncilicated Epithelium RIF Vs Ctrl,EPS15
6.65E-23,-0.274241836,0.682,0.711,1.19E-18,Uncilicated Epithelium RIF Vs Ctrl,GOLGA4
1.14E-07,-0.27458541,0.198,0.239,0.002035848,Uncilicated Epithelium RIF Vs Ctrl,FKBP5
4.32E-20,-0.274715335,0.364,0.434,7.72E-16,Uncilicated Epithelium RIF Vs Ctrl,PDE9A
1.15E-16,-0.274782457,0.481,0.527,2.06E-12,Uncilicated Epithelium RIF Vs Ctrl,SMG7
2.46E-18,-0.27480933,0.333,0.404,4.39E-14,Uncilicated Epithelium RIF Vs Ctrl,SCARB2
1.88E-28,-0.274855298,0.114,0.216,3.36E-24,Uncilicated Epithelium RIF Vs Ctrl,PLAAT4
6.61E-23,-0.27565388,0.67,0.704,1.18E-18,Uncilicated Epithelium RIF Vs Ctrl,STRAP
4.98E-18,-0.275677401,0.596,0.637,8.91E-14,Uncilicated Epithelium RIF Vs Ctrl,FGD4
9.32E-15,-0.275928854,0.485,0.517,1.66E-10,Uncilicated Epithelium RIF Vs Ctrl,CRYL1
3.60E-23,-0.276084599,0.503,0.562,6.44E-19,Uncilicated Epithelium RIF Vs Ctrl,ADNP
7.74E-21,-0.276102229,0.497,0.559,1.38E-16,Uncilicated Epithelium RIF Vs Ctrl,FBXO11
2.05E-22,-0.276264094,0.457,0.53,3.67E-18,Uncilicated Epithelium RIF Vs Ctrl,COP1
