p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.74E-16,0.267244621,0.689,0.502,3.11E-12,Unciliated epithelium RIF-1 Vs Ctrl,MRPL19
1.29E-17,0.267082471,0.89,0.826,2.31E-13,Unciliated epithelium RIF-1 Vs Ctrl,CLIC1
8.01E-25,0.266939195,0.571,0.354,1.43E-20,Unciliated epithelium RIF-1 Vs Ctrl,PTS
1.14E-08,0.266861084,0.691,0.567,0.000203702,Unciliated epithelium RIF-1 Vs Ctrl,NEDD9
8.96E-14,0.266247098,0.749,0.604,1.60E-09,Unciliated epithelium RIF-1 Vs Ctrl,MLEC
9.63E-15,0.266005172,0.823,0.697,1.72E-10,Unciliated epithelium RIF-1 Vs Ctrl,MLF2
1.60E-74,0.265941826,0.193,0.021,2.86E-70,Unciliated epithelium RIF-1 Vs Ctrl,H2AC20
6.20E-25,0.265565848,0.958,0.966,1.11E-20,Unciliated epithelium RIF-1 Vs Ctrl,CHCHD2
5.01E-36,0.265480037,0.984,0.981,8.95E-32,Unciliated epithelium RIF-1 Vs Ctrl,RPL14
2.95E-24,0.265478367,0.46,0.265,5.27E-20,Unciliated epithelium RIF-1 Vs Ctrl,CHORDC1
7.56E-19,0.265348733,0.741,0.566,1.35E-14,Unciliated epithelium RIF-1 Vs Ctrl,STMP1
7.64E-26,0.265085434,0.585,0.354,1.37E-21,Unciliated epithelium RIF-1 Vs Ctrl,NENF
1.46E-17,0.264898951,0.413,0.25,2.60E-13,Unciliated epithelium RIF-1 Vs Ctrl,H1-2
6.31E-18,0.264566575,0.536,0.353,1.13E-13,Unciliated epithelium RIF-1 Vs Ctrl,DCTPP1
1.52E-39,0.264547163,0.993,0.991,2.71E-35,Unciliated epithelium RIF-1 Vs Ctrl,RPL39
3.88E-13,0.264324906,0.802,0.724,6.93E-09,Unciliated epithelium RIF-1 Vs Ctrl,PSMB2
9.51E-22,0.263990794,0.54,0.342,1.70E-17,Unciliated epithelium RIF-1 Vs Ctrl,SAE1
4.50E-15,0.263840096,0.918,0.917,8.04E-11,Unciliated epithelium RIF-1 Vs Ctrl,PPIB
1.09E-15,0.263748624,0.699,0.517,1.95E-11,Unciliated epithelium RIF-1 Vs Ctrl,COX14
2.06E-16,0.263480021,0.557,0.384,3.68E-12,Unciliated epithelium RIF-1 Vs Ctrl,DDX46
2.40E-44,0.263407319,0.263,0.081,4.29E-40,Unciliated epithelium RIF-1 Vs Ctrl,KIF23
1.29E-15,0.263357391,0.679,0.489,2.31E-11,Unciliated epithelium RIF-1 Vs Ctrl,GTF2H5
5.13E-19,0.262794286,0.592,0.394,9.17E-15,Unciliated epithelium RIF-1 Vs Ctrl,IFT25
7.47E-15,0.26277662,0.871,0.796,1.33E-10,Unciliated epithelium RIF-1 Vs Ctrl,AP2S1
1.76E-12,0.262685684,0.853,0.805,3.15E-08,Unciliated epithelium RIF-1 Vs Ctrl,EIF3K
3.38E-17,0.26233296,0.703,0.521,6.04E-13,Unciliated epithelium RIF-1 Vs Ctrl,LSM8
8.08E-21,0.262331446,0.571,0.381,1.44E-16,Unciliated epithelium RIF-1 Vs Ctrl,F3
1.72E-16,0.262258963,0.713,0.531,3.08E-12,Unciliated epithelium RIF-1 Vs Ctrl,UBE2N
9.32E-21,0.262031222,0.635,0.413,1.66E-16,Unciliated epithelium RIF-1 Vs Ctrl,NANS
4.44E-20,0.261951586,0.584,0.381,7.93E-16,Unciliated epithelium RIF-1 Vs Ctrl,DLX5
3.56E-14,0.261894993,0.633,0.458,6.37E-10,Unciliated epithelium RIF-1 Vs Ctrl,COTL1
1.91E-19,0.261166409,0.626,0.426,3.42E-15,Unciliated epithelium RIF-1 Vs Ctrl,CCDC47
1.22E-37,0.259503628,1,0.997,2.19E-33,Unciliated epithelium RIF-1 Vs Ctrl,TMSB10
7.12E-32,0.25942459,0.211,0.071,1.27E-27,Unciliated epithelium RIF-1 Vs Ctrl,AURKA
4.18E-41,0.25916537,0.373,0.151,7.46E-37,Unciliated epithelium RIF-1 Vs Ctrl,RAD51C
1.40E-13,0.258877698,0.627,0.453,2.51E-09,Unciliated epithelium RIF-1 Vs Ctrl,CKAP4
1.60E-12,0.258736315,0.736,0.603,2.85E-08,Unciliated epithelium RIF-1 Vs Ctrl,AMD1
1.13E-18,0.258190118,0.497,0.316,2.01E-14,Unciliated epithelium RIF-1 Vs Ctrl,MRPL37
4.18E-34,0.25772596,0.292,0.115,7.47E-30,Unciliated epithelium RIF-1 Vs Ctrl,FOSL1
4.72E-15,0.257535014,0.794,0.667,8.44E-11,Unciliated epithelium RIF-1 Vs Ctrl,TOP1
2.14E-15,0.257177916,0.742,0.559,3.82E-11,Unciliated epithelium RIF-1 Vs Ctrl,IDH1
5.71E-15,0.257059396,0.88,0.801,1.02E-10,Unciliated epithelium RIF-1 Vs Ctrl,ENY2
4.82E-46,0.256951257,0.238,0.065,8.61E-42,Unciliated epithelium RIF-1 Vs Ctrl,KIFC1
1.59E-11,0.256921176,0.774,0.69,2.84E-07,Unciliated epithelium RIF-1 Vs Ctrl,ILF2
2.65E-43,0.255827253,0.335,0.12,4.73E-39,Unciliated epithelium RIF-1 Vs Ctrl,MICA
1.93E-15,0.25553324,0.877,0.822,3.44E-11,Unciliated epithelium RIF-1 Vs Ctrl,TALDO1
4.70E-14,0.254945595,0.777,0.655,8.40E-10,Unciliated epithelium RIF-1 Vs Ctrl,EI24
3.49E-28,0.254885605,0.409,0.206,6.24E-24,Unciliated epithelium RIF-1 Vs Ctrl,RCC1L
2.52E-17,0.254736529,0.372,0.217,4.51E-13,Unciliated epithelium RIF-1 Vs Ctrl,CRY1
1.24E-15,0.254664853,0.728,0.59,2.22E-11,Unciliated epithelium RIF-1 Vs Ctrl,PSMD7
1.24E-32,0.254640948,0.338,0.149,2.21E-28,Unciliated epithelium RIF-1 Vs Ctrl,IER5
2.00E-24,0.254475135,0.488,0.285,3.57E-20,Unciliated epithelium RIF-1 Vs Ctrl,CISD3
1.66E-13,0.254433568,0.755,0.61,2.96E-09,Unciliated epithelium RIF-1 Vs Ctrl,ELOC
8.15E-15,0.254216054,0.6,0.419,1.46E-10,Unciliated epithelium RIF-1 Vs Ctrl,RABL6
2.34E-42,0.25407322,0.245,0.073,4.19E-38,Unciliated epithelium RIF-1 Vs Ctrl,KIF11
3.59E-26,0.254047676,0.443,0.236,6.42E-22,Unciliated epithelium RIF-1 Vs Ctrl,U2AF2
1.56E-14,0.253960277,0.848,0.79,2.78E-10,Unciliated epithelium RIF-1 Vs Ctrl,MDH2
4.01E-18,0.253806823,0.96,0.926,7.16E-14,Unciliated epithelium RIF-1 Vs Ctrl,ASRGL1
7.77E-47,0.253645314,0.275,0.085,1.39E-42,Unciliated epithelium RIF-1 Vs Ctrl,MELK
1.01E-15,0.253510259,0.589,0.396,1.80E-11,Unciliated epithelium RIF-1 Vs Ctrl,NAA10
1.57E-10,0.253297122,0.767,0.637,2.81E-06,Unciliated epithelium RIF-1 Vs Ctrl,EIF3I
4.21E-42,0.253194656,0.348,0.13,7.53E-38,Unciliated epithelium RIF-1 Vs Ctrl,DCPS
1.23E-33,0.253036852,0.343,0.146,2.20E-29,Unciliated epithelium RIF-1 Vs Ctrl,TXNRD2
9.62E-41,0.252599241,0.305,0.11,1.72E-36,Unciliated epithelium RIF-1 Vs Ctrl,CENPK
4.32E-17,0.252496882,0.945,0.935,7.72E-13,Unciliated epithelium RIF-1 Vs Ctrl,GNAS
3.62E-16,0.25240219,0.722,0.539,6.47E-12,Unciliated epithelium RIF-1 Vs Ctrl,GTF2A2
7.38E-23,0.251816483,0.504,0.306,1.32E-18,Unciliated epithelium RIF-1 Vs Ctrl,HRAS
1.35E-14,0.251715925,0.715,0.552,2.41E-10,Unciliated epithelium RIF-1 Vs Ctrl,RAB14
5.56E-24,0.25167685,0.42,0.227,9.93E-20,Unciliated epithelium RIF-1 Vs Ctrl,ETV5
2.00E-38,0.251539724,0.346,0.141,3.58E-34,Unciliated epithelium RIF-1 Vs Ctrl,HMBS
1.02E-11,0.251146334,0.848,0.79,1.83E-07,Unciliated epithelium RIF-1 Vs Ctrl,SRSF7
9.82E-09,0.25098702,0.789,0.718,0.000175546,Unciliated epithelium RIF-1 Vs Ctrl,RPL22L1
3.23E-40,0.250885629,0.345,0.135,5.78E-36,Unciliated epithelium RIF-1 Vs Ctrl,NFKBIB
4.39E-13,0.250798253,0.676,0.506,7.85E-09,Unciliated epithelium RIF-1 Vs Ctrl,SSNA1
4.39E-17,0.250613217,0.517,0.332,7.84E-13,Unciliated epithelium RIF-1 Vs Ctrl,NAXE
3.53E-40,0.250518945,0.29,0.101,6.31E-36,Unciliated epithelium RIF-1 Vs Ctrl,CNTLN
1.39E-14,0.250389255,0.814,0.698,2.48E-10,Unciliated epithelium RIF-1 Vs Ctrl,CAPZB
2.04E-23,0.250222725,0.632,0.412,3.65E-19,Unciliated epithelium RIF-1 Vs Ctrl,LYPLA2
2.40E-12,0.250033791,0.672,0.53,4.28E-08,Unciliated epithelium RIF-1 Vs Ctrl,TOMM22
3.34E-07,-0.250074338,0.345,0.395,0.005967805,Unciliated epithelium RIF-1 Vs Ctrl,POLK
5.12E-06,-0.250388389,0.51,0.52,0.091463919,Unciliated epithelium RIF-1 Vs Ctrl,SMC5
4.03E-08,-0.25039038,0.198,0.269,0.000720657,Unciliated epithelium RIF-1 Vs Ctrl,CCDC191
1.99E-07,-0.25040188,0.292,0.35,0.003558348,Unciliated epithelium RIF-1 Vs Ctrl,TCEA2
1.74E-07,-0.250586401,0.22,0.288,0.003111667,Unciliated epithelium RIF-1 Vs Ctrl,RAP1GAP2
8.98E-07,-0.250590044,0.329,0.387,0.016044532,Unciliated epithelium RIF-1 Vs Ctrl,FBXL20
7.95E-06,-0.250886219,0.417,0.44,0.142118759,Unciliated epithelium RIF-1 Vs Ctrl,MLLT10
1.94E-07,-0.250983198,0.244,0.307,0.003461468,Unciliated epithelium RIF-1 Vs Ctrl,CHM
9.89E-06,-0.251133045,0.392,0.421,0.176759203,Unciliated epithelium RIF-1 Vs Ctrl,ORC4
1.03E-13,-0.251135342,0.95,0.967,1.84E-09,Unciliated epithelium RIF-1 Vs Ctrl,MYL12A
1.05E-09,-0.251573096,0.192,0.28,1.87E-05,Unciliated epithelium RIF-1 Vs Ctrl,RHBDD1
0.001150203,-0.2516116,0.542,0.51,1,Unciliated epithelium RIF-1 Vs Ctrl,TMPRSS4
5.10E-10,-0.251740799,0.685,0.724,9.11E-06,Unciliated epithelium RIF-1 Vs Ctrl,ALCAM
2.10E-10,-0.251795477,0.203,0.289,3.75E-06,Unciliated epithelium RIF-1 Vs Ctrl,ZDHHC13
4.62E-06,-0.251841123,0.069,0.12,0.082560231,Unciliated epithelium RIF-1 Vs Ctrl,KISS1R
1.10E-06,-0.252264766,0.28,0.335,0.019682099,Unciliated epithelium RIF-1 Vs Ctrl,USP32
3.77E-09,-0.252311219,0.581,0.626,6.73E-05,Unciliated epithelium RIF-1 Vs Ctrl,PNRC1
3.12E-07,-0.252431063,0.231,0.292,0.005574135,Unciliated epithelium RIF-1 Vs Ctrl,COG6
3.96E-06,-0.252458471,0.287,0.338,0.070806888,Unciliated epithelium RIF-1 Vs Ctrl,ATG10
3.70E-21,-0.252684657,0.041,0.164,6.62E-17,Unciliated epithelium RIF-1 Vs Ctrl,WASF3
3.63E-08,-0.252955876,0.315,0.38,0.000648537,Unciliated epithelium RIF-1 Vs Ctrl,ZNF254
1.46E-08,-0.253020711,0.307,0.369,0.000260162,Unciliated epithelium RIF-1 Vs Ctrl,LETMD1
2.81E-05,-0.253218707,0.559,0.542,0.501611408,Unciliated epithelium RIF-1 Vs Ctrl,PIK3C2A
2.95E-07,-0.253281544,0.326,0.376,0.005275514,Unciliated epithelium RIF-1 Vs Ctrl,HSPA2
1.55E-12,-0.253978783,0.776,0.787,2.77E-08,Unciliated epithelium RIF-1 Vs Ctrl,AKAP13
3.69E-08,-0.254435813,0.376,0.43,0.000658896,Unciliated epithelium RIF-1 Vs Ctrl,TASOR
2.27E-05,-0.254448306,0.266,0.307,0.405163766,Unciliated epithelium RIF-1 Vs Ctrl,ZNF589
2.28E-05,-0.254529604,0.681,0.686,0.407899238,Unciliated epithelium RIF-1 Vs Ctrl,TFPI2
9.47E-07,-0.254787863,0.464,0.482,0.016915997,Unciliated epithelium RIF-1 Vs Ctrl,CUL4A
1.20E-14,-0.25482772,0.76,0.79,2.15E-10,Unciliated epithelium RIF-1 Vs Ctrl,EIF3L
7.33E-05,-0.254869591,0.295,0.33,1,Unciliated epithelium RIF-1 Vs Ctrl,SERTAD2
4.05E-07,-0.254889368,0.481,0.503,0.007239736,Unciliated epithelium RIF-1 Vs Ctrl,ATXN2
0.000273869,-0.254909534,0.578,0.444,1,Unciliated epithelium RIF-1 Vs Ctrl,MT1X
8.06E-07,-0.255013684,0.468,0.495,0.014395654,Unciliated epithelium RIF-1 Vs Ctrl,ST3GAL6
3.67E-08,-0.255290167,0.423,0.472,0.000656198,Unciliated epithelium RIF-1 Vs Ctrl,MAPK8
4.01E-10,-0.255632083,0.2,0.285,7.16E-06,Unciliated epithelium RIF-1 Vs Ctrl,ZNF33B
0.002922618,-0.256405637,0.408,0.399,1,Unciliated epithelium RIF-1 Vs Ctrl,BCAM
2.69E-25,-0.256489981,0.018,0.148,4.81E-21,Unciliated epithelium RIF-1 Vs Ctrl,WDR86
1.84E-05,-0.256619676,0.328,0.363,0.329384752,Unciliated epithelium RIF-1 Vs Ctrl,CAPG
2.49E-08,-0.256657962,0.617,0.622,0.000444167,Unciliated epithelium RIF-1 Vs Ctrl,LUC7L3
2.20E-18,-0.256849288,0.038,0.147,3.94E-14,Unciliated epithelium RIF-1 Vs Ctrl,PACRG
3.13E-08,-0.256937297,0.402,0.453,0.00055877,Unciliated epithelium RIF-1 Vs Ctrl,HOOK3
4.77E-11,-0.25715327,0.625,0.642,8.52E-07,Unciliated epithelium RIF-1 Vs Ctrl,NCKAP1
8.32E-06,-0.257464824,0.474,0.48,0.148652227,Unciliated epithelium RIF-1 Vs Ctrl,TAPBP
1.47E-09,-0.257554313,0.069,0.142,2.62E-05,Unciliated epithelium RIF-1 Vs Ctrl,LMCD1
1.86E-09,-0.257566748,0.329,0.401,3.32E-05,Unciliated epithelium RIF-1 Vs Ctrl,SMARCA1
1.60E-08,-0.257655699,0.26,0.332,0.000286575,Unciliated epithelium RIF-1 Vs Ctrl,LCORL
1.75E-06,-0.257827905,0.307,0.356,0.03132049,Unciliated epithelium RIF-1 Vs Ctrl,NCK1
1.23E-06,-0.257967443,0.301,0.353,0.021976365,Unciliated epithelium RIF-1 Vs Ctrl,SUMF1
1.83E-15,-0.258051694,0.081,0.189,3.26E-11,Unciliated epithelium RIF-1 Vs Ctrl,OBSCN
3.68E-19,-0.258347201,0.023,0.129,6.58E-15,Unciliated epithelium RIF-1 Vs Ctrl,DKK1
1.94E-07,-0.258408494,0.334,0.389,0.003460824,Unciliated epithelium RIF-1 Vs Ctrl,DENND1B
1.41E-09,-0.258690786,0.62,0.639,2.52E-05,Unciliated epithelium RIF-1 Vs Ctrl,PPP6R3
5.69E-05,-0.258719827,0.395,0.418,1,Unciliated epithelium RIF-1 Vs Ctrl,MAP3K5
8.37E-08,-0.258725725,0.598,0.599,0.001496059,Unciliated epithelium RIF-1 Vs Ctrl,CARMIL1
3.91E-07,-0.258756797,0.367,0.407,0.006991971,Unciliated epithelium RIF-1 Vs Ctrl,RRAS
5.99E-13,-0.258759212,0.113,0.216,1.07E-08,Unciliated epithelium RIF-1 Vs Ctrl,BBS9
6.71E-07,-0.258950471,0.462,0.487,0.011987827,Unciliated epithelium RIF-1 Vs Ctrl,PJA2
5.66E-08,-0.259246687,0.275,0.338,0.001011079,Unciliated epithelium RIF-1 Vs Ctrl,P4HTM
4.94E-08,-0.25968734,0.286,0.349,0.000882928,Unciliated epithelium RIF-1 Vs Ctrl,DTNB
1.09E-28,-0.259802374,0.988,0.993,1.95E-24,Unciliated epithelium RIF-1 Vs Ctrl,RPS9
0.001020388,-0.25983518,0.402,0.41,1,Unciliated epithelium RIF-1 Vs Ctrl,RIMBP2
7.00E-08,-0.259954121,0.522,0.538,0.00125123,Unciliated epithelium RIF-1 Vs Ctrl,SPPL3
3.24E-08,-0.260436964,0.444,0.489,0.000579683,Unciliated epithelium RIF-1 Vs Ctrl,SCFD1
8.19E-08,-0.260701588,0.633,0.633,0.001462701,Unciliated epithelium RIF-1 Vs Ctrl,CEBPB
1.29E-07,-0.261196853,0.352,0.401,0.002309951,Unciliated epithelium RIF-1 Vs Ctrl,PYGL
3.39E-09,-0.261430497,0.654,0.65,6.06E-05,Unciliated epithelium RIF-1 Vs Ctrl,ARL6IP5
0.709085332,-0.261453227,0.58,0.536,1,Unciliated epithelium RIF-1 Vs Ctrl,PIM3
2.09E-27,-0.261467424,0.992,0.988,3.73E-23,Unciliated epithelium RIF-1 Vs Ctrl,RPL29
3.60E-12,-0.261786987,0.773,0.801,6.43E-08,Unciliated epithelium RIF-1 Vs Ctrl,SRSF11
1.13E-23,-0.261949235,0.947,0.963,2.02E-19,Unciliated epithelium RIF-1 Vs Ctrl,EEF2
2.20E-11,-0.262548954,0.178,0.273,3.93E-07,Unciliated epithelium RIF-1 Vs Ctrl,TMEM267
7.31E-12,-0.262606978,0.072,0.16,1.31E-07,Unciliated epithelium RIF-1 Vs Ctrl,COL6A1
1.43E-10,-0.262752914,0.553,0.589,2.55E-06,Unciliated epithelium RIF-1 Vs Ctrl,UBE3A
1.25E-13,-0.263215689,0.063,0.158,2.23E-09,Unciliated epithelium RIF-1 Vs Ctrl,DMGDH
1.49E-05,-0.263311824,0.399,0.424,0.265677788,Unciliated epithelium RIF-1 Vs Ctrl,CMIP
1.43E-08,-0.263402781,0.304,0.374,0.00025582,Unciliated epithelium RIF-1 Vs Ctrl,PXDN
1.71E-10,-0.26369827,0.477,0.534,3.06E-06,Unciliated epithelium RIF-1 Vs Ctrl,SLC44A1
8.48E-13,-0.26401606,0.17,0.273,1.51E-08,Unciliated epithelium RIF-1 Vs Ctrl,XRRA1
1.21E-06,-0.264102576,0.433,0.463,0.021675296,Unciliated epithelium RIF-1 Vs Ctrl,RNF144B
6.69E-08,-0.264124244,0.428,0.463,0.001194645,Unciliated epithelium RIF-1 Vs Ctrl,BMPR2
2.08E-07,-0.264254088,0.476,0.502,0.003722896,Unciliated epithelium RIF-1 Vs Ctrl,EVI5
3.80E-21,-0.264550724,0.989,0.996,6.79E-17,Unciliated epithelium RIF-1 Vs Ctrl,MT-CO1
8.15E-11,-0.264702284,0.277,0.362,1.46E-06,Unciliated epithelium RIF-1 Vs Ctrl,ATRN
1.04E-13,-0.264974866,0.067,0.165,1.85E-09,Unciliated epithelium RIF-1 Vs Ctrl,IQCJ-SCHIP1
1.22E-08,-0.265029983,0.302,0.371,0.000218079,Unciliated epithelium RIF-1 Vs Ctrl,GPATCH2L
2.82E-05,-0.265183466,0.678,0.677,0.504664462,Unciliated epithelium RIF-1 Vs Ctrl,TSHZ2
3.54E-14,-0.265224233,0.043,0.136,6.33E-10,Unciliated epithelium RIF-1 Vs Ctrl,G0S2
8.73E-07,-0.26545549,0.306,0.355,0.015601838,Unciliated epithelium RIF-1 Vs Ctrl,PCNX4
9.23E-09,-0.266199704,0.396,0.442,0.000164845,Unciliated epithelium RIF-1 Vs Ctrl,ATF6
1.09E-10,-0.266846004,0.529,0.568,1.94E-06,Unciliated epithelium RIF-1 Vs Ctrl,IGBP1
1.40E-08,-0.266909679,0.205,0.283,0.000250969,Unciliated epithelium RIF-1 Vs Ctrl,RAPGEF5
1.02E-10,-0.266911301,0.215,0.306,1.82E-06,Unciliated epithelium RIF-1 Vs Ctrl,NEK11
7.32E-08,-0.266958208,0.579,0.57,0.001308743,Unciliated epithelium RIF-1 Vs Ctrl,THOC2
1.62E-08,-0.267017927,0.3,0.371,0.000288842,Unciliated epithelium RIF-1 Vs Ctrl,PHC3
5.65E-13,-0.26714379,0.217,0.32,1.01E-08,Unciliated epithelium RIF-1 Vs Ctrl,SLC35A3
0.001575788,-0.267195486,0.28,0.305,1,Unciliated epithelium RIF-1 Vs Ctrl,LAMB3
8.38E-13,-0.267314154,0.903,0.916,1.50E-08,Unciliated epithelium RIF-1 Vs Ctrl,DYNLT1
1.54E-08,-0.267716642,0.233,0.308,0.000274531,Unciliated epithelium RIF-1 Vs Ctrl,MB21D2
1.08E-07,-0.26780399,0.501,0.521,0.00192172,Unciliated epithelium RIF-1 Vs Ctrl,HLA-E
1.70E-06,-0.267936769,0.335,0.381,0.030340325,Unciliated epithelium RIF-1 Vs Ctrl,B4GALT4
7.19E-07,-0.268048047,0.672,0.669,0.012842576,Unciliated epithelium RIF-1 Vs Ctrl,TEAD1
1.27E-05,-0.268062001,0.366,0.4,0.226893441,Unciliated epithelium RIF-1 Vs Ctrl,C1orf21
7.49E-10,-0.268081783,0.249,0.334,1.34E-05,Unciliated epithelium RIF-1 Vs Ctrl,WLS
2.98E-07,-0.268482613,0.161,0.227,0.00532383,Unciliated epithelium RIF-1 Vs Ctrl,ROBO1
9.79E-23,-0.268605793,0.033,0.161,1.75E-18,Unciliated epithelium RIF-1 Vs Ctrl,TMEM232
4.17E-14,-0.268832641,0.049,0.142,7.45E-10,Unciliated epithelium RIF-1 Vs Ctrl,STPG2
9.46E-09,-0.268955384,0.263,0.333,0.000169083,Unciliated epithelium RIF-1 Vs Ctrl,KCTD3
7.23E-13,-0.26897335,0.766,0.774,1.29E-08,Unciliated epithelium RIF-1 Vs Ctrl,MTCH1
4.90E-08,-0.269080546,0.379,0.421,0.000875884,Unciliated epithelium RIF-1 Vs Ctrl,BLOC1S4
6.24E-09,-0.269434466,0.577,0.597,0.000111531,Unciliated epithelium RIF-1 Vs Ctrl,SSH2
9.31E-06,-0.269704042,0.279,0.324,0.166431822,Unciliated epithelium RIF-1 Vs Ctrl,MYO1B
1.69E-08,-0.270471317,0.292,0.353,0.000302365,Unciliated epithelium RIF-1 Vs Ctrl,ZDHHC21
4.07E-13,-0.271058811,0.129,0.233,7.27E-09,Unciliated epithelium RIF-1 Vs Ctrl,ANKRD36
0.061401045,-0.271239621,0.369,0.361,1,Unciliated epithelium RIF-1 Vs Ctrl,CLDN1
1.79E-09,-0.271243289,0.515,0.55,3.19E-05,Unciliated epithelium RIF-1 Vs Ctrl,NUMB
4.30E-06,-0.271483244,0.277,0.324,0.076810414,Unciliated epithelium RIF-1 Vs Ctrl,MYO5B
6.17E-07,-0.271573637,0.596,0.6,0.01101894,Unciliated epithelium RIF-1 Vs Ctrl,TCF7L2
2.07E-06,-0.271594917,0.308,0.358,0.037049002,Unciliated epithelium RIF-1 Vs Ctrl,SETBP1
1.83E-10,-0.271737165,0.291,0.374,3.27E-06,Unciliated epithelium RIF-1 Vs Ctrl,LNPEP
1.29E-13,-0.271790884,0.798,0.828,2.31E-09,Unciliated epithelium RIF-1 Vs Ctrl,HLA-A
2.01E-09,-0.271908668,0.529,0.554,3.59E-05,Unciliated epithelium RIF-1 Vs Ctrl,USO1
1.01E-10,-0.271960748,0.676,0.69,1.81E-06,Unciliated epithelium RIF-1 Vs Ctrl,MAP4
1.02E-10,-0.272160552,0.641,0.663,1.81E-06,Unciliated epithelium RIF-1 Vs Ctrl,SPIN1
6.58E-10,-0.272185285,0.72,0.737,1.18E-05,Unciliated epithelium RIF-1 Vs Ctrl,PGRMC1
5.97E-09,-0.272389442,0.437,0.473,0.000106619,Unciliated epithelium RIF-1 Vs Ctrl,RNF213
1.77E-07,-0.272568663,0.517,0.531,0.003159783,Unciliated epithelium RIF-1 Vs Ctrl,PACSIN2
6.75E-09,-0.272844209,0.699,0.714,0.000120574,Unciliated epithelium RIF-1 Vs Ctrl,PLEKHA5
3.52E-08,-0.27304297,0.319,0.376,0.000629542,Unciliated epithelium RIF-1 Vs Ctrl,GCA
2.98E-08,-0.273070273,0.479,0.503,0.000532077,Unciliated epithelium RIF-1 Vs Ctrl,SARS1
2.27E-08,-0.273532948,0.386,0.434,0.00040507,Unciliated epithelium RIF-1 Vs Ctrl,PRSS8
2.96E-08,-0.273631993,0.427,0.47,0.000528252,Unciliated epithelium RIF-1 Vs Ctrl,ATP6AP1
7.12E-08,-0.273763216,0.42,0.452,0.001272889,Unciliated epithelium RIF-1 Vs Ctrl,EPS8L2
8.94E-10,-0.273880728,0.511,0.544,1.60E-05,Unciliated epithelium RIF-1 Vs Ctrl,AP3S1
1.17E-07,-0.274140239,0.297,0.358,0.002093753,Unciliated epithelium RIF-1 Vs Ctrl,KIAA1958
4.14E-08,-0.274172554,0.359,0.406,0.000739116,Unciliated epithelium RIF-1 Vs Ctrl,REPS1
6.36E-08,-0.274273177,0.43,0.466,0.001136495,Unciliated epithelium RIF-1 Vs Ctrl,SH3RF1
8.23E-08,-0.274318015,0.399,0.443,0.001471125,Unciliated epithelium RIF-1 Vs Ctrl,CBR4
2.37E-06,-0.274496168,0.39,0.422,0.042300993,Unciliated epithelium RIF-1 Vs Ctrl,CCDC91
5.42E-08,-0.274512539,0.401,0.438,0.000967945,Unciliated epithelium RIF-1 Vs Ctrl,RBM26
4.80E-08,-0.275108795,0.519,0.545,0.000857684,Unciliated epithelium RIF-1 Vs Ctrl,CHD6
1.67E-12,-0.275361771,0.171,0.273,2.99E-08,Unciliated epithelium RIF-1 Vs Ctrl,TSGA10
5.54E-12,-0.275439152,0.121,0.216,9.90E-08,Unciliated epithelium RIF-1 Vs Ctrl,PLAAT4
6.09E-11,-0.275441991,0.209,0.296,1.09E-06,Unciliated epithelium RIF-1 Vs Ctrl,SPOPL
4.59E-07,-0.275768971,0.24,0.3,0.008210147,Unciliated epithelium RIF-1 Vs Ctrl,AHCYL2
4.32E-14,-0.275979788,0.151,0.261,7.72E-10,Unciliated epithelium RIF-1 Vs Ctrl,DNAI4
1.52E-31,-0.276020875,0.994,0.994,2.72E-27,Unciliated epithelium RIF-1 Vs Ctrl,RPL8
3.12E-08,-0.276318555,0.39,0.443,0.000558235,Unciliated epithelium RIF-1 Vs Ctrl,RB1CC1
0.064665504,-0.276822635,0.467,0.449,1,Unciliated epithelium RIF-1 Vs Ctrl,SH3RF2
8.27E-08,-0.277191302,0.569,0.578,0.001477853,Unciliated epithelium RIF-1 Vs Ctrl,HECTD1
1.71E-10,-0.277439594,0.427,0.483,3.05E-06,Unciliated epithelium RIF-1 Vs Ctrl,ITPRID2
1.03E-08,-0.277459901,0.516,0.546,0.000183375,Unciliated epithelium RIF-1 Vs Ctrl,PHKB
3.29E-07,-0.277537902,0.28,0.338,0.005871253,Unciliated epithelium RIF-1 Vs Ctrl,ACYP2
2.78E-10,-0.277674163,0.28,0.36,4.97E-06,Unciliated epithelium RIF-1 Vs Ctrl,ARSD
2.53E-11,-0.277674225,0.184,0.282,4.52E-07,Unciliated epithelium RIF-1 Vs Ctrl,MANBA
0.000169575,-0.27807313,0.373,0.385,1,Unciliated epithelium RIF-1 Vs Ctrl,ARHGAP17
4.03E-12,-0.278145807,0.58,0.622,7.20E-08,Unciliated epithelium RIF-1 Vs Ctrl,RTN3
2.87E-05,-0.278638802,0.268,0.315,0.513725898,Unciliated epithelium RIF-1 Vs Ctrl,APOL1
3.02E-11,-0.27885729,0.68,0.697,5.39E-07,Unciliated epithelium RIF-1 Vs Ctrl,RSL24D1
1.57E-06,-0.278885854,0.346,0.382,0.028070432,Unciliated epithelium RIF-1 Vs Ctrl,ATG4B
2.63E-12,-0.278935734,0.621,0.65,4.70E-08,Unciliated epithelium RIF-1 Vs Ctrl,PUM2
3.09E-06,-0.279335713,0.456,0.462,0.055227281,Unciliated epithelium RIF-1 Vs Ctrl,RNF145
